Argument Shapes,Count,Device,Duration (us),Name,Percent
"float32[1024, 8], float32[1024, 1]",1,"metal0",196.458,"fused_tir_square30_sum30",0.17859
"float32[1024, 1], float32[1024, 8], float32[1024, 8]",1,"metal0",186.375,"fused_broadcast_to1_maximum1_tir_sqrt13_divide30",0.169424
"float32[1024, 8], float32[8, 1024]",1,"metal0",177.375,"transpose1",0.161243
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"float32[1, 8], float32[1, 1]",1,"metal0",203.25,"fused_tir_square29_sum29",0.184765
"float32[1024, 8], float32[1024, 1]",1,"metal0",324.25,"fused_tir_square30_sum30",0.29476
"float32[1024, 1]",1,"metal0",87.167,"vm.builtin.reshape",0.0792392
"int64[8]",1,"cpu0",0.458,"vm.builtin.make_shape",0.000416345
"float32[1, 8], float32[8, 1024], float32[1, 1], float32[1, 1024], float32[1, 1024]",1,"metal0",209.166,"fused_matmul_multiply29_subtract_add32",0.190143
"int64[8]",1,"cpu0",0.334,"vm.builtin.make_shape",0.000303623
"float32[1, 1024], int32[1, 1024]",1,"metal0",326.208,"argsort",0.29654
"int64[8]",1,"cpu0",0.416,"vm.builtin.make_shape",0.000378165
"int64[8]",1,"cpu0",0.292,"vm.builtin.make_shape",0.000265443
"int32[1, 1024], int32[1], int32[1, 1]",1,"metal0",230.792,"take",0.209802
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"int32[1, 1]",1,"metal0",56.209,"vm.builtin.reshape",0.0510968
"int64[8]",1,"cpu0",0.334,"vm.builtin.make_shape",0.000303623
"int32[1, 1]",1,"metal0",46.291,"vm.builtin.reshape",0.0420809
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"float32[1024, 8], int32[1], float32[1, 8]",1,"metal0",219.917,"take1",0.199916
"int64[8]",1,"cpu0",0.333,"vm.builtin.make_shape",0.000302714
"float32[1, 8]",1,"metal0",83.917,"vm.builtin.reshape",0.0762848
"int64[8]",1,"cpu0",0.334,"vm.builtin.make_shape",0.000303623
"float32[1, 1, 8]",1,"metal0",73.625,"vm.builtin.reshape",0.0669289
"float32[1024, 8, 1], float32[1024, 1, 1]",1,"metal0",210.208,"fused_tir_square31_sum31",0.19109
"float32[1024, 1, 1], float32[1024, 8, 1], float32[1024, 1, 1], float32[1024, 8, 1]",1,"metal0",215.625,"fused_tir_sqrt10_divide31_multiply30",0.196014
"float32[1024]",1,"metal0",50.291,"vm.builtin.reshape",0.0457171
"int64[8]",1,"cpu0",0.416,"vm.builtin.make_shape",0.000378165
"float32[1, 8, 1], float32[1024, 8, 1], float32[1, 1024, 1], float32[1, 1024, 1]",1,"metal0",236.292,"fused_conv1d41_add30",0.214801
"int64[8]",1,"cpu0",0.334,"vm.builtin.make_shape",0.000303623
"int64[8]",1,"cpu0",0.292,"vm.builtin.make_shape",0.000265443
"float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1]",1,"metal0",197.958,"subtract1",0.179954
"float32[8, 1024, 1], float32[8, 1, 1]",1,"metal0",227.333,"fused_tir_square28_sum28",0.206657
"float32[8, 1, 1], float32[8, 1024, 1], float32[8, 1, 1], float32[8, 1024, 1]",1,"metal0",277.083,"fused_tir_sqrt11_divide28_multiply28",0.251883
"float32[8]",1,"metal0",33.25,"vm.builtin.reshape",0.0302259
"int64[8]",1,"cpu0",0.334,"vm.builtin.make_shape",0.000303623
"float32[1, 1024, 1], float32[8, 1024, 1], float32[1, 8, 1], float32[1, 8, 1]",1,"metal0",400.292,"fused_conv1d40_add31",0.363886
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"float32[1, 8, 1]",1,"metal0",42.625,"vm.builtin.reshape",0.0387483
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"float32[1, 1, 8]",1,"metal0",74.792,"vm.builtin.reshape",0.0679897
"int64[8]",1,"cpu0",0.292,"vm.builtin.make_shape",0.000265443
"float32[1, 8], float32[1, 1]",1,"metal0",205.208,"fused_tir_square29_sum29",0.186545
"int64[8]",1,"cpu0",0.458,"vm.builtin.make_shape",0.000416345
"float32[1, 1], float32[1, 8], float32[1, 8]",1,"metal0",171.958,"fused_broadcast_to_maximum_tir_sqrt12_divide29",0.156319
"float32[1024, 8], float32[1024, 1]",1,"metal0",200.458,"fused_tir_square30_sum30",0.182227
"float32[1024, 1], float32[1024, 8], float32[1024, 8]",1,"metal0",189.625,"fused_broadcast_to1_maximum1_tir_sqrt13_divide30",0.172379
"float32[1024, 8], float32[8, 1024]",1,"metal0",187.167,"transpose1",0.170144
"int64[8]",1,"cpu0",0.334,"vm.builtin.make_shape",0.000303623
"float32[1, 8], float32[1, 1]",1,"metal0",193.5,"fused_tir_square29_sum29",0.175901
"float32[1024, 8], float32[1024, 1]",1,"metal0",238.666,"fused_tir_square30_sum30",0.21696
"float32[1024, 1]",1,"metal0",53.541,"vm.builtin.reshape",0.0486715
"int64[8]",1,"cpu0",0.458,"vm.builtin.make_shape",0.000416345
"float32[1, 8], float32[8, 1024], float32[1, 1], float32[1, 1024], float32[1, 1024]",1,"metal0",239.667,"fused_matmul_multiply29_subtract_add32",0.21787
"int64[8]",1,"cpu0",0.458,"vm.builtin.make_shape",0.000416345
"float32[1, 1024], int32[1, 1024]",1,"metal0",287.042,"argsort",0.260936
"int64[8]",1,"cpu0",0.541,"vm.builtin.make_shape",0.000491797
"int64[8]",1,"cpu0",0.291,"vm.builtin.make_shape",0.000264534
"int32[1, 1024], int32[1], int32[1, 1]",1,"metal0",192.875,"take",0.175333
"int64[8]",1,"cpu0",0.417,"vm.builtin.make_shape",0.000379074
"int32[1, 1]",1,"metal0",69.292,"vm.builtin.reshape",0.06299
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"int32[1, 1]",1,"metal0",48.083,"vm.builtin.reshape",0.0437099
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"float32[1024, 8], int32[1], float32[1, 8]",1,"metal0",189.042,"take1",0.171849
"int64[8]",1,"cpu0",0.375,"vm.builtin.make_shape",0.000340894
"float32[1, 8]",1,"metal0",71.709,"vm.builtin.reshape",0.0651871
"int64[8]",1,"cpu0",0.541,"vm.builtin.make_shape",0.000491797
"float32[1, 1, 8]",1,"metal0",65.083,"vm.builtin.reshape",0.0591638
"float32[1024, 8, 1], float32[1024, 1, 1]",1,"metal0",224,"fused_tir_square31_sum31",0.203627
"float32[1024, 1, 1], float32[1024, 8, 1], float32[1024, 1, 1], float32[1024, 8, 1]",1,"metal0",174.75,"fused_tir_sqrt10_divide31_multiply30",0.158857
"float32[1024]",1,"metal0",55.083,"vm.builtin.reshape",0.0500733
"int64[8]",1,"cpu0",0.333,"vm.builtin.make_shape",0.000302714
"int64[8]",1,"cpu0",0.334,"vm.builtin.make_shape",0.000303623
"float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 8, 1], float32[1024, 8, 1], float32[1, 1024, 1], float32[1, 1024, 1]",1,"metal0",247.083,"fused_zeros_add33_add33_add33_add33_add33_add33_add33_add33_conv1d41_add30_add33",0.224611
"int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1]",1,"metal0",33.75,"vm.builtin.make_tuple",0.0306805
"float32[1, 1024, 1]",1,"metal0",53.792,"vm.builtin.make_tuple",0.0488997
"float32[1, 1024, 1], int64[8]",1,"cpu0",1,"vm.builtin.match_shape",0.000909051
